comment,sentiment_vader,sentiment_textblob
the more they attack him the more people love his attitude corruption at his finest but bidens son still not killed for gun charge biden works with criminals ukraine is going to sink also,0.4477,0.4
wow you are really sad for the convicted sexual assault rapist ex president sad,-0.9133,-0.1
justice always finds its way,0.5267,0.0
if djt really has the support of the people then maybe its time for the people to show their support for him by financially contributing heck ill give all the way from new zealand,0.4814,-0.04090909090909091
how many dicks did the ag of new york have to suck to get in office and how many dicks did the judge suck to be a judge the ag is racist she hates white people and people better wake up,-0.8689,0.32727272727272727
trump is a criminal fox news are the enemy of the people,-0.7845,-0.4
watch as tarlov triggers waters and gutfeld with one hand tied behind her back,0.4939,-0.2
now the city government will have to reimburse the donald for overcharging him on the property taxes,0.0,0.0
they cant do this to him hell fight and win,-0.5267,0.8
just another crock of sht that means nothing and will do nothing hope all americans remember all the crap they are throwing at the greatest president ever in november and vote republican to show these bastards they cant do this to any american,-0.5867,0.06666666666666665
and once again the world continues to laugh at trump and his minion supporters,0.7579,0.3
leticia james looked evil saying that on camera,-0.6597,-1.0
move out of ny move to a red state,0.0,0.0
crooked crooked judge yet another unprofessional district attorney whats up with das james and willis being so corrupt,-0.5106,-0.16666666666666666
attacking trump they are attacking us,-0.7184,0.0
to the liberals trump 2024 fk you if you dont like it,-0.2755,0.0
i am praying and asking the lord jesus christ to stand by trump and he will answer my prayer and to let the people see what they are doing to him,0.3612,0.0
fox news quit sticking up for mentally ill trump,-0.4215,-0.5
dang trump what did u do to them the hate they have for him seems personal they are breaking the law to keep him from winning man if he win the election they will try to take him out,0.5423,0.125
everyone saw this ridiculous outcome coming the democratic parties weaponized doj and justive system has been attacking president trump from every angle this case is so asinine because theres no victim other than president trump,-0.7561,-0.14027777777777775
dont steal government doesnt like competition,0.1326,0.0
hold up hold up you see the videos people need to start arresting these people yo we are seeing this video of this woman blatantly saying she wants to do this man wrong without having any wrongdoing so it shows you that this is definitely a setup and how are they still in office and its time that the american people make these people get up out and resign,-0.4215,-0.16
wow starting to think this trump guy just might be a bit of a shady character huh,0.5859,-0.049999999999999996
anybody shouldve known that corrupt judge would rule guilty but the appeal is coming,-0.2263,-0.5
you maga crazies need to open up all your pocket books,0.0,0.0
no unfair,-0.6486,0.25
ny court system is corrupt,0.0,-0.5
appeal these people are sick and vicious,-0.7003,-0.8571428571428572
i dont like trump this is so blatantly bias were i a colonial id vote for him twice appeal aside from california i dont see any other state suffering this sell as many ny businesses hotels etc as possible id be vindictive as possible hell its probably a good idea financially anyway,-0.8219,0.08214285714285714
well ms james did get him trump supporters better get ready for a slew of emails,0.8555,0.35
total scam total corruption in new york,-0.5719,0.04545454545454545
trump should win on appeal,0.5859,0.8
will trump get all the revenue he brought into that state back huh betting not,0.0,0.0
karma the snake slayer will have her day just wait t24,0.0,0.0
appeal coming no way this is anything close to being legal,-0.1779,0.2
everyone got paid back is a weak argument for example i could stealmisuse x amount of money make a huge profit and turn around and return the principal according to your logic i would be innocent,0.296,0.13125000000000003
just like how putin treats his opponents charge biden for treason after the border is closed,-0.1027,-0.1
i got you don dont worry about it the patriots who actually care about america have no problem funding our president to keep america safe trump 2024,0.5583,0.25
i stand with president trump,0.0,0.0
stalinist show trialshow me a man i will find a crimelevrentiy beria,0.0,0.0
judge engmoron said trump was guilty but lets have a trial anyway he also said he wasnt here to hear trump speak what a farce,-0.6652,-0.45
what a shock no wait how expected,-0.5859,-0.1
thats insane how did the judge come up with those figures dont know what state he incorporated his businesses but he should take all his business out of ny that would include the taxes he pays,-0.2144,-1.0
get ready for another batch of nft cards,0.3612,0.2
fox news is incompetent,-0.4767,-0.35
why cant they leave him alone its sickning,-0.2148,0.0
a 350m fine in a case where no one claimed a financial harm,-0.5994,0.20833333333333334
trump lost again trump is a total loser,-0.6908,0.0
old mad donald was always a con,-0.4939,-0.2625
the judge went into the case calling him guilty,-0.4215,-0.5
ordered to pay 3649m 3 yr ban from doing business in ny eric and don jr for 2 yrs banned from borrowing from ny banks,-0.7906,0.0
what a joke as he was guilty by the opinion of the judge our justice system is corrupt and stupid,-0.1531,-0.6
plenty of money too go around once lara trump takes the chair at the rnc no worries the grift will continue,-0.6124,0.0
this is sick what there doing to him,-0.5106,-0.7142857142857143
that judge should be disbarred there was no justice whatsoever i hope trump pushes this all the way to the supreme court at least he will actually get justice then anything done in new york and washington is simply a joke,0.9231,-0.04090909090909091
total bs this judge found trump guilty before a trial or evidence the trial was a technicality despite no victim hes throwing the book at the trumpfamily this is all political appeal what a miscarriage of justice this cant stand not in this country this doesnt just rally his base it shows independents some democrats with common sense the political witch hunt going on against him personally if he is found guilty of anything im not believing it jury or judge still voting trump2024,-0.2495,-0.22916666666666666
